mem num,reason for leaving
101826,No time to use facility
101824,No time to use facility
101406,No time to use facility
101266,No time to use facility
101066,No time to use facility
101032,No time to use facility
100440,No time to use facility
100126,No time to use facility
100000,No time to use facility
99698,No time to use facility
99624,No time to use facility
99224,No time to use facility
99018,No time to use facility
98856,No time to use facility
98570,No time to use facility
98566,No time to use facility
98148,No time to use facility
98070,No time to use facility
97760,No time to use facility
97546,No time to use facility
97526,No time to use facility
97386,No time to use facility
96882,No time to use facility
96766,No time to use facility
96672,No time to use facility
96668,No time to use facility
96634,No time to use facility
96162,No time to use facility
95402,No time to use facility
94952,No time to use facility
94938,No time to use facility
94886,No time to use facility
94830,No time to use facility
94412,No time to use facility
94022,No time to use facility
94018,No time to use facility
94016,No time to use facility
93436,No time to use facility
93342,No time to use facility
93254,No time to use facility
92812,No time to use facility
92728,No time to use facility
92292,No time to use facility
91996,No time to use facility
91878,No time to use facility
91838,No time to use facility
91714,No time to use facility
91336,No time to use facility
91324,No time to use facility
90890,No time to use facility
90044,No time to use facility
106866,No time to use facility
89384,No time to use facility
89138,No time to use facility
88810,No time to use facility
88792,No time to use facility
88674,No time to use facility
88576,No time to use facility
87348,No time to use facility
86966,No time to use facility
86772,No time to use facility
86062,No time to use facility
85816,No time to use facility
85730,No time to use facility
106354,No time to use facility
85298,No time to use facility
85084,No time to use facility
85002,No time to use facility
110094,No time to use facility
110086,No time to use facility
110178,No time to use facility
110234,No time to use facility
104262,No time to use facility
104934,Not Affordable
110920,Not Affordable
110004,Not Affordable
155122,Not Affordable
152842,Not Affordable
152750,Not Affordable
152722,Not Affordable
152594,Not Affordable
152434,Not Affordable
152302,Not Affordable
151962,Not Affordable
151942,Not Affordable
151938,Not Affordable
151682,Not Affordable
151552,Not Affordable
151466,Not Affordable
150680,Not Affordable
150542,Not Affordable
150418,Not Affordable
150104,Not Affordable
149870,Not Affordable
149632,Not Affordable
149412,Not Affordable
149148,Not Affordable
149070,Not Affordable
149008,Not Affordable
141642,Not Affordable
141316,Not Affordable
141248,Not Affordable
141104,Not Affordable
141044,Not Affordable
140976,Not Affordable
140898,Not Affordable
140512,Not Affordable
140486,Not Affordable
140248,Not Affordable
140234,Not Affordable
140118,Not Affordable
139900,Not Affordable
139742,Not Affordable
139138,Not Affordable
138890,Not Affordable
138780,Not Affordable
138540,Not Affordable
138296,Not Affordable
138246,Not Affordable
138214,Not Affordable
137768,Not Affordable
137598,Not Affordable
133176,Not Affordable
132856,Not Affordable
132778,Not Affordable
132674,Not Affordable
132560,Not Affordable
132250,Not Affordable
132196,Not Affordable
131736,Not Affordable
131712,Not Affordable
131682,Not Affordable
131676,Not Affordable
131598,Not Affordable
131582,Not Affordable
131492,Not Affordable
131484,Not Affordable
131370,Not Affordable
131150,Not Affordable
130896,Not Affordable
130862,Not Affordable
130814,Not Affordable
130772,Not Affordable
130496,Not Affordable
130436,Not Affordable
130304,Not Affordable
130276,Not Affordable
130242,Not Affordable
130180,Not Affordable
130034,Not Affordable
129774,Not Affordable
129768,Not Affordable
129696,Not Affordable
129664,Not Affordable
129560,Not Affordable
129364,Not Affordable
129112,Not Affordable
128888,Not Affordable
128454,Not Affordable
128200,Not Affordable
128122,Not Affordable
128114,Not Affordable
127068,Not Affordable
126822,Not Affordable
126706,Not Affordable
125842,Not Affordable
125840,Not Affordable
125484,Not Affordable
125204,Not Affordable
124834,Not Affordable
124060,Not Affordable
122058,Not Affordable
121858,Not Affordable
121518,Not Affordable
121392,Not Affordable
121264,Not Affordable
121076,Not Affordable
120822,Not Affordable
120806,Not Affordable
120654,Not Affordable
119686,Not Affordable
117910,Not Affordable
115290,Not Affordable
115288,Not Affordable
115282,Not Affordable
115236,Not Affordable
115190,Not Affordable
114790,Not Affordable
114728,Not Affordable
106948,Not Affordable
111374,Not Affordable
106762,Not Affordable
105594,Not Affordable
105054,Not Affordable
105052,Not Affordable
105396,Not Affordable
103622,Not Affordable
100784,Not Affordable
73382,Not Affordable
70712,Not Affordable
69312,Not Affordable
43686,Not Affordable
160090,Not Affordable
159942,Not Affordable
159662,Not Affordable
159092,Not Affordable
158508,Not Affordable
158308,Not Affordable
158264,Not Affordable
158208,Not Affordable
158116,Not Affordable
157618,Not Affordable
157564,Not Affordable
157230,Not Affordable
157076,Not Affordable
156690,Not Affordable
156668,Not Affordable
156476,Not Affordable
156346,Not Affordable
155894,Not Affordable
155704,Not Affordable
155466,Not Affordable
155404,Not Affordable
155214,Not Affordable
154506,Not Affordable
154386,Not Affordable
154302,Not Affordable
154218,Not Affordable
154102,Not Affordable
154072,Not Affordable
153924,Not Affordable
153878,Not Affordable
153714,Not Affordable
153532,Not Affordable
153470,Not Affordable
148552,Not Affordable
148478,Not Affordable
148432,Not Affordable
148316,Not Affordable
147786,Not Affordable
147678,Not Affordable
147600,Not Affordable
147066,Not Affordable
146526,Not Affordable
146482,Not Affordable
146374,Not Affordable
146016,Not Affordable
145694,Not Affordable
145652,Not Affordable
145344,Not Affordable
145320,Not Affordable
145136,Not Affordable
145082,Not Affordable
145078,Not Affordable
145024,Not Affordable
144876,Not Affordable
144872,Not Affordable
144616,Not Affordable
144390,Not Affordable
144310,Not Affordable
144302,Not Affordable
144154,Not Affordable
143688,Not Affordable
143358,Not Affordable
143176,Not Affordable
143028,Not Affordable
142846,Not Affordable
142656,Not Affordable
142580,Not Affordable
142546,Not Affordable
142396,Not Affordable
142212,Not Affordable
142176,Not Affordable
142172,Not Affordable
141898,Not Affordable
141890,Not Affordable
141808,Not Affordable
137228,Not Affordable
136766,Not Affordable
136650,Not Affordable
136480,Not Affordable
136252,Not Affordable
135858,Not Affordable
134976,Not Affordable
134698,Not Affordable
134564,Not Affordable
134296,Not Affordable
129806,Not Affordable
134204,Not Affordable
134128,Not Affordable
134126,Not Affordable
133980,Not Affordable
133810,Not Affordable
133642,Not Affordable
133504,Not Affordable
133424,Not Affordable
133364,Not Affordable
171672,Not Affordable
171534,Not Affordable
171280,Not Affordable
171244,Not Affordable
171174,Not Affordable
171140,Not Affordable
171108,Not Affordable
171064,Not Affordable
170582,Not Affordable
170572,Not Affordable
170520,Not Affordable
170468,Not Affordable
170288,Not Affordable
170174,Not Affordable
170144,Not Affordable
170122,Not Affordable
170048,Not Affordable
169650,Not Affordable
169386,Not Affordable
169384,Not Affordable
169362,Not Affordable
169314,Not Affordable
169136,Not Affordable
169018,Not Affordable
168874,Not Affordable
168636,Not Affordable
168618,Not Affordable
168616,Not Affordable
168528,Not Affordable
168442,Not Affordable
168278,Not Affordable
167998,Not Affordable
167718,Not Affordable
167710,Not Affordable
167484,Not Affordable
167474,Not Affordable
167336,Not Affordable
167306,Not Affordable
167210,Not Affordable
167148,Not Affordable
167044,Not Affordable
166862,Not Affordable
166860,Not Affordable
166796,Not Affordable
166454,Not Affordable
165720,Not Affordable
165634,Not Affordable
165518,Not Affordable
165114,Not Affordable
164928,Not Affordable
164668,Not Affordable
164632,Not Affordable
164618,Not Affordable
164558,Not Affordable
164142,Not Affordable
163992,Not Affordable
163822,Not Affordable
162892,Not Affordable
162890,Not Affordable
162708,Not Affordable
162648,Not Affordable
162304,Not Affordable
161936,Not Affordable
161910,Not Affordable
161842,Not Affordable
161550,Not Affordable
161526,Not Affordable
161274,Not Affordable
161166,Not Affordable
161008,Not Affordable
160790,Not Affordable
160570,Not Affordable
160292,Not Affordable
208282,Not Affordable
207994,Not Affordable
207568,Not Affordable
207536,Not Affordable
207316,Not Affordable
206146,Not Affordable
205514,Not Affordable
205354,Not Affordable
205258,Not Affordable
204744,Not Affordable
203830,Not Affordable
203504,Not Affordable
203038,Not Affordable
202968,Not Affordable
202704,Not Affordable
202704,Not Affordable
202324,Not Affordable
201198,Not Affordable
201004,Not Affordable
200272,Not Affordable
200126,Not Affordable
199694,Not Affordable
199620,Not Affordable
198824,Not Affordable
198600,Not Affordable
198360,Not Affordable
197920,Not Affordable
197490,Not Affordable
196772,Not Affordable
196626,Not Affordable
196282,Not Affordable
195356,Not Affordable
194794,Not Affordable
194160,Not Affordable
193140,Not Affordable
192626,Not Affordable
192442,Not Affordable
192230,Not Affordable
191942,Not Affordable
191734,Not Affordable
191316,Not Affordable
191230,Not Affordable
191128,Not Affordable
191058,Not Affordable
190916,Not Affordable
190784,Not Affordable
190722,Not Affordable
190312,Not Affordable
189598,Not Affordable
189276,Not Affordable
188820,Not Affordable
188816,Not Affordable
188370,Not Affordable
188260,Not Affordable
187826,Not Affordable
187674,Not Affordable
187124,Not Affordable
186948,Not Affordable
186688,Not Affordable
186376,Not Affordable
186346,Not Affordable
185076,Not Affordable
184818,Not Affordable
184780,Not Affordable
184686,Not Affordable
184554,Not Affordable
184054,Not Affordable
183250,Not Affordable
182860,Not Affordable
182832,Not Affordable
182710,Not Affordable
182128,Not Affordable
181724,Not Affordable
237564,Not Affordable
235604,Not Affordable
234818,Not Affordable
234554,Not Affordable
231140,Not Affordable
230910,Not Affordable
230770,Not Affordable
230766,Not Affordable
230724,Not Affordable
230606,Not Affordable
229686,Not Affordable
229624,Not Affordable
228966,Not Affordable
228926,Not Affordable
228924,Not Affordable
228472,Not Affordable
228040,Not Affordable
227902,Not Affordable
227674,Not Affordable
226474,Not Affordable
226378,Not Affordable
226226,Not Affordable
226220,Not Affordable
226056,Not Affordable
226030,Not Affordable
225696,Not Affordable
225694,Not Affordable
224850,Not Affordable
224490,Not Affordable
223810,Not Affordable
223428,Not Affordable
223426,Not Affordable
221012,Not Affordable
217786,Not Affordable
217238,Not Affordable
217028,Not Affordable
216930,Not Affordable
216724,Not Affordable
216230,Not Affordable
216126,Not Affordable
215968,Not Affordable
215882,Not Affordable
215458,Not Affordable
215378,Not Affordable
215326,Not Affordable
215112,Not Affordable
214590,Not Affordable
213912,Not Affordable
213710,Not Affordable
213614,Not Affordable
213006,Not Affordable
212112,Not Affordable
211852,Not Affordable
211228,Not Affordable
211078,Not Affordable
210840,Not Affordable
210470,Not Affordable
210220,Not Affordable
210012,Not Affordable
209918,Not Affordable
209580,Not Affordable
209242,Not Affordable
181624,Not Affordable
181594,Not Affordable
181468,Not Affordable
181330,Not Affordable
181166,Not Affordable
181050,Not Affordable
181024,Not Affordable
180910,Not Affordable
180794,Not Affordable
180772,Not Affordable
180582,Not Affordable
180460,Not Affordable
180458,Not Affordable
180408,Not Affordable
180400,Not Affordable
180310,Not Affordable
180308,Not Affordable
180174,Not Affordable
180022,Not Affordable
179420,Not Affordable
179036,Not Affordable
178944,Not Affordable
178890,Not Affordable
178866,Not Affordable
178830,Not Affordable
178714,Not Affordable
178540,Not Affordable
178268,Not Affordable
178174,Not Affordable
178090,Not Affordable
177748,Not Affordable
177656,Not Affordable
177556,Not Affordable
177374,Not Affordable
177342,Not Affordable
176928,Not Affordable
176810,Not Affordable
176804,Not Affordable
176786,Not Affordable
176360,Not Affordable
176204,Not Affordable
176202,Not Affordable
176078,Not Affordable
176076,Not Affordable
176068,Not Affordable
175996,Not Affordable
175966,Not Affordable
175828,Not Affordable
175756,Not Affordable
175544,Not Affordable
175148,Not Affordable
175054,Not Affordable
174880,Not Affordable
174262,Not Affordable
174000,Not Affordable
173458,Not Affordable
173178,Not Affordable
173094,Not Affordable
173054,Not Affordable
173040,Not Affordable
173030,Not Affordable
172494,Not Affordable
172230,Not Affordable
171924,Not Affordable
107028,Not Affordable
107096,Not Affordable
107402,Not Affordable
107492,Not Affordable
108004,Not Affordable
108854,Not Affordable
109534,Not Affordable
109672,Not Affordable
97916,Not Affordable
97018,Not Affordable
96856,Not Affordable
96420,Not Affordable
87516,Not Affordable
86234,Not Affordable
106348,Not Affordable
85266,Not Affordable
84636,Not Affordable
83792,Not Affordable
83688,Not Affordable
83278,Not Affordable
81284,Not Affordable
92548,Not Affordable
80346,Not Affordable
79518,Not Affordable
78998,Not Affordable
75950,Not Affordable
54734,Not Affordable
52210,Not Affordable
51376,Not Affordable
45692,Not Affordable
91352,Not Affordable
90258,Not Affordable
89008,Not Affordable
110950,Not Affordable
110212,Not Affordable
110396,Not Affordable
110566,Not Affordable
105730,Not Affordable
111600,Not Affordable
105510,Not Affordable
104020,Other
110528,Other
110526,Other
110492,Other
111266,Other
105708,Other
105330,Other
105370,Other
105520,Other
105518,Other
105512,Other
105508,Other
104930,Other
104198,Other
110614,Other
110680,Other
110708,Other
110766,Other
110896,Other
110912,Other
110906,Other
110904,Other
110938,Other
110990,Other
110974,Other
111040,Other
111020,Other
111016,Other
111082,Other
111080,Other
111048,Other
111146,Other
111296,Other
108422,Other
108406,Other
108400,Other
108612,Other
108654,Other
108684,Other
108910,Other
108950,Other
108948,Other
108944,Other
108942,Other
109000,Other
109014,Other
109286,Other
109290,Other
83674,Other
83654,Other
83192,Other
83070,Other
82930,Other
82862,Other
82674,Other
82410,Other
82332,Other
82228,Other
82176,Other
82152,Other
82124,Other
82098,Other
81958,Other
81720,Other
81684,Other
81658,Other
81608,Other
81288,Other
81282,Other
81274,Other
80848,Other
80114,Other
79526,Other
79422,Other
78706,Other
78686,Other
77944,Other
77942,Other
77496,Other
77376,Other
77252,Other
77020,Other
77016,Other
77008,Other
76330,Other
76046,Other
75786,Other
75680,Other
75626,Other
74820,Other
73774,Other
72884,Other
72740,Other
72722,Other
72682,Other
72526,Other
72316,Other
71830,Other
71770,Other
71764,Other
71388,Other
71076,Other
70650,Other
69866,Other
69422,Other
68744,Other
67368,Other
67138,Other
67132,Other
66714,Other
66316,Other
64108,Other
61652,Other
60950,Other
60500,Other
59752,Other
59698,Other
59682,Other
59244,Other
56980,Other
56154,Other
95478,Other
95248,Other
95124,Other
95120,Other
95094,Other
95048,Other
94984,Other
94760,Other
94692,Other
94512,Other
94158,Other
93972,Other
93924,Other
93808,Other
93600,Other
93592,Other
93360,Other
93276,Other
93176,Other
93132,Other
93072,Other
92680,Other
92630,Other
92554,Other
92514,Other
92174,Other
92120,Other
92116,Other
91780,Other
91566,Other
91548,Other
91496,Other
91334,Other
91054,Other
91010,Other
90882,Other
90872,Other
90532,Other
90472,Other
90414,Other
90262,Other
90236,Other
90218,Other
106848,Other
89954,Other
89878,Other
89686,Other
89548,Other
89410,Other
89226,Other
89224,Other
89054,Other
89036,Other
88800,Other
88798,Other
88604,Other
88552,Other
88338,Other
88068,Other
87640,Other
87436,Other
87264,Other
86974,Other
86400,Other
86394,Other
86048,Other
85982,Other
105264,Other
84896,Other
84892,Other
84394,Other
84278,Other
84102,Other
115522,Other
115652,Other
115850,Other
115846,Other
115824,Other
115890,Other
115992,Other
115968,Other
116168,Other
116202,Other
116346,Other
134776,Other
134778,Other
115270,Other
115258,Other
115250,Other
115182,Other
115176,Other
115172,Other
115170,Other
115110,Other
114880,Other
114876,Other
114858,Other
106026,Other
106132,Other
111628,Other
111616,Other
105750,Other
105880,Other
105872,Other
105950,Other
105940,Other
105890,Other
105888,Other
105696,Other
105204,Other
105394,Other
105428,Other
105572,Other
104824,Other
104462,Other
104326,Other
104324,Other
104110,Other
104876,Other
104632,Other
104620,Other
104278,Other
103858,Other
103790,Other
103742,Other
103672,Other
103594,Other
103560,Other
103542,Other
103536,Other
103458,Other
103356,Other
105296,Other
102908,Other
102826,Other
102632,Other
102550,Other
102542,Other
102476,Other
102470,Other
102464,Other
102306,Other
102120,Other
101862,Other
101850,Other
101808,Other
151316,Other
151292,Other
151270,Other
151216,Other
151212,Other
151182,Other
151152,Other
151132,Other
151116,Other
151114,Other
151080,Other
151078,Other
151070,Other
150960,Other
150862,Other
140624,Other
140616,Other
140612,Other
140604,Other
140594,Other
140574,Other
140570,Other
140568,Other
140526,Other
140506,Other
140504,Other
140492,Other
140482,Other
140474,Other
140466,Other
140460,Other
140442,Other
140438,Other
140418,Other
140380,Other
131796,Other
129972,Other
140338,Other
140334,Other
140330,Other
140324,Other
140320,Other
140318,Other
140308,Other
140306,Other
140276,Other
140222,Other
140206,Other
140190,Other
140180,Other
140178,Other
140166,Other
140134,Other
140130,Other
140128,Other
140116,Other
140080,Other
140042,Other
140034,Other
128804,Other
140008,Other
140002,Other
139992,Other
139990,Other
139986,Other
139932,Other
139930,Other
139902,Other
139886,Other
139872,Other
139838,Other
139820,Other
139782,Other
139766,Other
139758,Other
139750,Other
139744,Other
139740,Other
139728,Other
139724,Other
139708,Other
139674,Other
139660,Other
139640,Other
139638,Other
139584,Other
134144,Other
134130,Other
134124,Other
134118,Other
134112,Other
134084,Other
134004,Other
133998,Other
133996,Other
133990,Other
133974,Other
133970,Other
133966,Other
133962,Other
133874,Other
133870,Other
133864,Other
133860,Other
133858,Other
133856,Other
133852,Other
133842,Other
133824,Other
133782,Other
133772,Other
133754,Other
133748,Other
133740,Other
133716,Other
133698,Other
133668,Other
133664,Other
133638,Other
133622,Other
133616,Other
133594,Other
133590,Other
133580,Other
133556,Other
133554,Other
133466,Other
133436,Other
133428,Other
133384,Other
133352,Other
133346,Other
133304,Other
133290,Other
133258,Other
133252,Other
133240,Other
133200,Other
133186,Other
133156,Other
133154,Other
133106,Other
133104,Other
133100,Other
133070,Other
133050,Other
133048,Other
133014,Other
133008,Other
133000,Other
132990,Other
132962,Other
132936,Other
132896,Other
132892,Other
132848,Other
132832,Other
132804,Other
132796,Other
132782,Other
132764,Other
132756,Other
132736,Other
132726,Other
132698,Other
132690,Other
132656,Other
132636,Other
132632,Other
132618,Other
132546,Other
132528,Other
132516,Other
132496,Other
132352,Other
132294,Other
132242,Other
132212,Other
132206,Other
132200,Other
132142,Other
131972,Other
131964,Other
131950,Other
131942,Other
131936,Other
131926,Other
131914,Other
131902,Other
131890,Other
131882,Other
131882,Other
131862,Other
131858,Other
131846,Other
131804,Other
131800,Other
131782,Other
131774,Other
131714,Other
131704,Other
131670,Other
131664,Other
131628,Other
131566,Other
131560,Other
131540,Other
131526,Other
131524,Other
131506,Other
131466,Other
131464,Other
131458,Other
131428,Other
131426,Other
131424,Other
131422,Other
131404,Other
131378,Other
131374,Other
131360,Other
131356,Other
131332,Other
131312,Other
131310,Other
131304,Other
131278,Other
131242,Other
131234,Other
131222,Other
131192,Other
131178,Other
131166,Other
131156,Other
131138,Other
131132,Other
131130,Other
131118,Other
131116,Other
131114,Other
131112,Other
131096,Other
131062,Other
131054,Other
131046,Other
131016,Other
131014,Other
131008,Other
131006,Other
130998,Other
130978,Other
130968,Other
130948,Other
130942,Other
130930,Other
130928,Other
130926,Other
130918,Other
130916,Other
130910,Other
130904,Other
130894,Other
130878,Other
130876,Other
130854,Other
130834,Other
130832,Other
130816,Other
130812,Other
130800,Other
130778,Other
130726,Other
130714,Other
130712,Other
130706,Other
130702,Other
130688,Other
130642,Other
130638,Other
130608,Other
130592,Other
130586,Other
130566,Other
130554,Other
130530,Other
130512,Other
130502,Other
130498,Other
130472,Other
130466,Other
130434,Other
130412,Other
130378,Other
130300,Other
130296,Other
130282,Other
130258,Other
130228,Other
130224,Other
130210,Other
130178,Other
130152,Other
130150,Other
130142,Other
130128,Other
130124,Other
130122,Other
130120,Other
130068,Other
130060,Other
130024,Other
130018,Other
130014,Other
130010,Other
130008,Other
130006,Other
129954,Other
129940,Other
129904,Other
129858,Other
129882,Other
129874,Other
129850,Other
129786,Other
129760,Other
129756,Other
129718,Other
129716,Other
129694,Other
129692,Other
129688,Other
129684,Other
129682,Other
129672,Other
129658,Other
129646,Other
129638,Other
129628,Other
129622,Other
129616,Other
129612,Other
129604,Other
129594,Other
129516,Other
129512,Other
129486,Other
129464,Other
129442,Other
129434,Other
129414,Other
129410,Other
129404,Other
129396,Other
129390,Other
129348,Other
129224,Other
129218,Other
129214,Other
129210,Other
129152,Other
129116,Other
129078,Other
129062,Other
129056,Other
129030,Other
129028,Other
129016,Other
129008,Other
129002,Other
128988,Other
128972,Other
128940,Other
128938,Other
128932,Other
128898,Other
128858,Other
128848,Other
128818,Other
128816,Other
128794,Other
128792,Other
128784,Other
128772,Other
128742,Other
128688,Other
128682,Other
128676,Other
128662,Other
128626,Other
128586,Other
128582,Other
128576,Other
128556,Other
128542,Other
128498,Other
128492,Other
128450,Other
128422,Other
128400,Other
128394,Other
128362,Other
128292,Other
128290,Other
128266,Other
128228,Other
128222,Other
128214,Other
128208,Other
128194,Other
128174,Other
128126,Other
128120,Other
128116,Other
128096,Other
128082,Other
128068,Other
128052,Other
128048,Other
127982,Other
127940,Other
127824,Other
127782,Other
127746,Other
127744,Other
127708,Other
127702,Other
127680,Other
127628,Other
127624,Other
127620,Other
127596,Other
127564,Other
127538,Other
127536,Other
127518,Other
127496,Other
127458,Other
127386,Other
127368,Other
127282,Other
127268,Other
127240,Other
127192,Other
127186,Other
127168,Other
127166,Other
127164,Other
127158,Other
127132,Other
127130,Other
127078,Other
127076,Other
127006,Other
126998,Other
126982,Other
126964,Other
126952,Other
126934,Other
126932,Other
126856,Other
126736,Other
126730,Other
126660,Other
126648,Other
126606,Other
126604,Other
126598,Other
126586,Other
126548,Other
126530,Other
126514,Other
126500,Other
126450,Other
126446,Other
126438,Other
126430,Other
126426,Other
126420,Other
126414,Other
126412,Other
126410,Other
126384,Other
126378,Other
126368,Other
126364,Other
126344,Other
126340,Other
126302,Other
126284,Other
126238,Other
126228,Other
126196,Other
126114,Other
126078,Other
125944,Other
125938,Other
125928,Other
125900,Other
125806,Other
125772,Other
125672,Other
125650,Other
125584,Other
125502,Other
125474,Other
125464,Other
125422,Other
125342,Other
125338,Other
125300,Other
125196,Other
125190,Other
125182,Other
125142,Other
125140,Other
125106,Other
124950,Other
124916,Other
124914,Other
124872,Other
124720,Other
124714,Other
124712,Other
124644,Other
124586,Other
124584,Other
124576,Other
124558,Other
124526,Other
124508,Other
124470,Other
124344,Other
124256,Other
124138,Other
124114,Other
124076,Other
122012,Other
122010,Other
121950,Other
121948,Other
121908,Other
121866,Other
121866,Other
121764,Other
121752,Other
121714,Other
121702,Other
121672,Other
121670,Other
121658,Other
121614,Other
121592,Other
121576,Other
121546,Other
121540,Other
121470,Other
121422,Other
121416,Other
121414,Other
121394,Other
121376,Other
121328,Other
121296,Other
121290,Other
121230,Other
46914,Other
121178,Other
121148,Other
121142,Other
121116,Other
121112,Other
121110,Other
121102,Other
121006,Other
120978,Other
120974,Other
120966,Other
120920,Other
120790,Other
120780,Other
120746,Other
120706,Other
120704,Other
120656,Other
120640,Other
120626,Other
120610,Other
120586,Other
120578,Other
120566,Other
120560,Other
120516,Other
120470,Other
120426,Other
120394,Other
120340,Other
120334,Other
103730,Other
120280,Other
120272,Other
120078,Other
120076,Other
120054,Other
120044,Other
120038,Other
119970,Other
119950,Other
119926,Other
119916,Other
123936,Other
123884,Other
123866,Other
123772,Other
123744,Other
123676,Other
123660,Other
123618,Other
123598,Other
123430,Other
123384,Other
123376,Other
123250,Other
123230,Other
123150,Other
123134,Other
123116,Other
123088,Other
123022,Other
123008,Other
123000,Other
122986,Other
122930,Other
122874,Other
122802,Other
122772,Other
122752,Other
122732,Other
122726,Other
122700,Other
122516,Other
122494,Other
122456,Other
122420,Other
122402,Other
122378,Other
122376,Other
122368,Other
122336,Other
122258,Other
122236,Other
122250,Other
122218,Other
122182,Other
122180,Other
122176,Other
122168,Other
122138,Other
122120,Other
122114,Other
122090,Other
122072,Other
119908,Other
119896,Other
119848,Other
119814,Other
119806,Other
119796,Other
119752,Other
119742,Other
119680,Other
119650,Other
119568,Other
119546,Other
119522,Other
119498,Other
119456,Other
119378,Other
119362,Other
119296,Other
119246,Other
119202,Other
119180,Other
119148,Other
119058,Other
119002,Other
118864,Other
118804,Other
118802,Other
118782,Other
118770,Other
118766,Other
118708,Other
118676,Other
118646,Other
118580,Other
118568,Other
118458,Other
118456,Other
118372,Other
118354,Other
118346,Other
118334,Other
118248,Other
118216,Other
118214,Other
118198,Other
118148,Other
118146,Other
118134,Other
118126,Other
118122,Other
118118,Other
117934,Other
117926,Other
117894,Other
117798,Other
117768,Other
117674,Other
117608,Other
117314,Other
117048,Other
116504,Other
116472,Other
115500,Other
115474,Other
120236,Other
120188,Other
120168,Other
120160,Other
120148,Other
120140,Other
120106,Other
120080,Other
101444,Other
101260,Other
101236,Other
101220,Other
101056,Other
101010,Other
101002,Other
100970,Other
100966,Other
100792,Other
100764,Other
100720,Other
100598,Other
100452,Other
100132,Other
99980,Other
99976,Other
99920,Other
99906,Other
99876,Other
99792,Other
99562,Other
99518,Other
98890,Other
98808,Other
98806,Other
98804,Other
98612,Other
98466,Other
98454,Other
98330,Other
98322,Other
98308,Other
98270,Other
98250,Other
98172,Other
98124,Other
98096,Other
98040,Other
97988,Other
97928,Other
97926,Other
97890,Other
97826,Other
97680,Other
97590,Other
97478,Other
97294,Other
97240,Other
97160,Other
96998,Other
96900,Other
96764,Other
96604,Other
96596,Other
96532,Other
96460,Other
96278,Other
96142,Other
95960,Other
95890,Other
95886,Other
95858,Other
95600,Other
238044,Other
237790,Other
237756,Other
237606,Other
236988,Other
236952,Other
236906,Other
236644,Other
235820,Other
235612,Other
235510,Other
235308,Other
235176,Other
234952,Other
234922,Other
234758,Other
234556,Other
234092,Other
232150,Other
232102,Other
231974,Other
231320,Other
231138,Other
230892,Other
230866,Other
230722,Other
230588,Other
230416,Other
230264,Other
230122,Other
230098,Other
229878,Other
229876,Other
229710,Other
229286,Other
229270,Other
229236,Other
229190,Other
229140,Other
229112,Other
229072,Other
229060,Other
228994,Other
228810,Other
228762,Other
228724,Other
228696,Other
228648,Other
228646,Other
228632,Other
228328,Other
228186,Other
228064,Other
228010,Other
227684,Other
227648,Other
227488,Other
227170,Other
226806,Other
226768,Other
226676,Other
226662,Other
226522,Other
226520,Other
226442,Other
226406,Other
226304,Other
225756,Other
225488,Other
225454,Other
225436,Other
225432,Other
225212,Other
225068,Other
225002,Other
224832,Other
224816,Other
224774,Other
224726,Other
224532,Other
224136,Other
224092,Other
224066,Other
224024,Other
223976,Other
223802,Other
223384,Other
223284,Other
223282,Other
223254,Other
223252,Other
222880,Other
222732,Other
222680,Other
222542,Other
222122,Other
222016,Other
221142,Other
220930,Other
220692,Other
220284,Other
219852,Other
219850,Other
219726,Other
219512,Other
219268,Other
219266,Other
219120,Other
218856,Other
218606,Other
218360,Other
218336,Other
218076,Other
217678,Other
217630,Other
217628,Other
217516,Other
217490,Other
217274,Other
217234,Other
216946,Other
216832,Other
216830,Other
216820,Other
216668,Other
216532,Other
216372,Other
216182,Other
216154,Other
216094,Other
216080,Other
216072,Other
215956,Other
215512,Other
215438,Other
215394,Other
214466,Other
214386,Other
214142,Other
214136,Other
214092,Other
213910,Other
213892,Other
213826,Other
213666,Other
213626,Other
213374,Other
213372,Other
213202,Other
213086,Other
212902,Other
212894,Other
212808,Other
212772,Other
212636,Other
212608,Other
212344,Other
212340,Other
212326,Other
212228,Other
212188,Other
212178,Other
212120,Other
211968,Other
211784,Other
211470,Other
211390,Other
211304,Other
211270,Other
211228,Other
211198,Other
210992,Other
210918,Other
210700,Other
210692,Other
210270,Other
210088,Other
209940,Other
209828,Other
209748,Other
209732,Other
198138,Other
198008,Other
197842,Other
197760,Other
197734,Other
197590,Other
196938,Other
196904,Other
196766,Other
196754,Other
196706,Other
196456,Other
196402,Other
196370,Other
196364,Other
196330,Other
196250,Other
196190,Other
196096,Other
195906,Other
195756,Other
195682,Other
195580,Other
195574,Other
195518,Other
195120,Other
179016,Other
194326,Other
194324,Other
193144,Other
193026,Other
192440,Other
192078,Other
192068,Other
192060,Other
192020,Other
191994,Other
191966,Other
191944,Other
191896,Other
191888,Other
191872,Other
191752,Other
191678,Other
191664,Other
191602,Other
191588,Other
191456,Other
191454,Other
191424,Other
191418,Other
191358,Other
191326,Other
191288,Other
191194,Other
191152,Other
191150,Other
191142,Other
191136,Other
191094,Other
191054,Other
191032,Other
191024,Other
190928,Other
190910,Other
190904,Other
190756,Other
190676,Other
190558,Other
190444,Other
190328,Other
